idsubproduto,descricaoproduto
6074,RODIZIO GIR 158 PR CORAL C PLA 60X43 FREIO R.BP (6235) ATE 3
6073,RODIZIO GIR 158 PRETO CORAL C PLA 60X43 RODA BP (6233) ATE 3
6083,RODIZIO GIR 210 PR CORAL C PL 72X52 FREIO (6238) ATE 50KG
6082,RODIZIO GIR 210 PR CORAL C PL 72X52 RODA (6236) ATE 50KG
6089,RODIZIO GIR 312 PR CORAL C ESP 1 2 RODA BP (6595) ATE 70KG
6092,RODIZIO GIR 312 PR CORAL C PL 80X105 FREIO R.BP (6241) ATE 7
6091,RODIZIO GIR 312 PR CORAL C PL 80X105 RODA BP (6239) ATE 70KG
6090,RODIZIO GIR 312 PR CORAL FREIO C ESP1 2 R.BP (6596) ATE 70KG
2097,RODIZIO GIRATORIO PLACA FREIO SGPLF 158 BP * ATE 25 KG
198,RODIZIO GIRATORIO PLACA FREIO SGPLF 210 BP * ATE 30KG
199,RODIZIO GIRATORIO PLACA FREIO SGPLF 312 BP ATE 60KG
200,RODIZIO GIRATORIO PLACA FREIO SGPLF 412 BP * ATE 65KG
1893,RODIZIO GIRATORIO PLACA SGPL 158 BP * ATE 25KG
132,RODIZIO GIRATORIO PLACA SGPL 210 BP * ATE 30KG
136,RODIZIO GIRATORIO PLACA SGPL 312 BP * ATE 60KG
63,RODIZIO GIRATORIO PLACA SGPL 412 BP * ATE 65KG
1894,RODIZIO GIRATORIO ROSCA EXT SGRE 158 BP * ATE 25KG
134,RODIZIO GIRATORIO ROSCA EXT SGRE 210 BP * ATE 30KG
138,RODIZIO GIRATORIO ROSCA EXT SGRE 312 BP * ATE 60KG
65,RODIZIO GIRATORIO ROSCA EXT.SGRE 412 BP * ATE 65KG
131,RODIZIO GIRATORIO ROSCA SGREF 158 BP * ATE 25KG
1516,RODIZIO MESA ALIANCA N.16
6081,RODIZIO PR 210 GIR C ESP R.BP (6509) ATE 50KG
6079,RODIZIO PR CORAL 210 GIR ESP R.BP (6505) ATE 50KG
6080,RODIZIO PR CORAL 210 GIR FREIO C ESP R.BP (6506) ATE 50KG
6077,RODIZIO PRETO 158 FIXO C PL 60X43 RODA BP (6046) ATE 30KG
6071,RODIZIO PRETO 158 GIR C ESPIGA RODA BP (6507) ATE 30KG
6072,RODIZIO PRETO 158 GIR C PL 60X43 RODA BP (6045) ATE 30KG
6076,RODIZIO PRETO 158 GIR FREIO C ESP R.BP (6508) ATE 30KG
6075,RODIZIO PRETO 158 GIR FREIO C PL 60X43 R.BP (6047) ATE 30KG
6088,RODIZIO PRETO 210 FIXO C PL 72X52 RODA BP (6049) ATE 50KG
6084,RODIZIO PRETO 210 GIR C PL 72X52 RODA BP (6048) ATE 50KG
6085,RODIZIO PRETO 210 GIR C PL E FRE 72X52 R.BP (6050) ATE 50KG
6086,RODIZIO PRETO 210 GIR FREIO C ESP R.BP (6510) ATE 50KG
6069,RODIZIO PRETO CORAL 158 GIR C ESP BP (6503) ATE 30KG
6070,RODIZIO PRETO CORAL 158 GIR C FREIO C ESP R.BP (6504) ATE 30
6096,RODIZIO PRETO CORAL 414 FIX.C PL 113X100 R. PU (4808) ATE 14
6094,RODIZIO PRETO CORAL 414 GIR.C PL 113X100 R. PU (4804) ATE 14
6095,RODIZIO PRETO CORAL 414 GIRATORIO C PL 113X100 FREIO E R.PU
1096,RODIZIO QUADRUPLO 1'' 30 X 30 C/ CHAPA (000430)*
1529,RODIZIO QUADRUPLO 1''1/2 50 X 50 C/CHAPA * (000431)
10023,RODIZIO SGPL 614 BP
10025,RODIZIO SGPLF 614 BP
1480,ROLDANA GUIA 42X15 SUPERIOR * (001500)
4442,ROLDANA P/ POCO 10 *
4439,ROLDANA P/ POCO 12 *
4440,ROLDANA P/ POCO 14 *
4441,ROLDANA P/ POCO 16 *
977,"ROLDANA QUAD 3/8 CX FECHADA (2.1/2"") (060312) *"
210,"ROLDANA QUAD 3/8 CX FECHADA (3"") (060313) *"
935,"ROLDANA QUAD 3/8 PINO (2"") (061301)*"
968,"ROLDANA QUAD 3/8 PINO (2.1/2"") (061302) *"
209,"ROLDANA QUAD 3/8 PINO (3"") (060303) *"
6041,"ROLDANA RED 1/2 BG CX FECHADA (2"") *"
933,"ROLDANA RED 1/2 CX FECHADA (2"") (020311) *"
56,"ROLDANA RED 1/2 PINO (2"") * (021301)"
5735,"ROLDANA RED 5/8 CX FECHADA (2"") (030311) *"
938,"ROLDANA RED 5/8 CX FECHADA (2.1/2"") (030312) *"
972,"ROLDANA RED 5/8 CX FECHADA (3"") (030313) *"
5734,"ROLDANA RED 5/8 PINO (2"") (031301) *"
991,"ROLDANA RED 5/8 PINO (2.1/2"") (031302) *"
1681,"ROLDANA RED 5/8 PINO (3"") (031303) *"
5902,"ROLDANA U 1/2 BG CX FECHADA (2"") (980320) *"
5900,"ROLDANA U 1/2 BG CX FECHADA (2.1/2"") (980321) *"
5904,"ROLDANA U 1/2 BG CX FECHADA (3"") (980322)"
3371,"ROLDANA U 1/2 CX ABERTA (2"") (080334) *"
3372,"ROLDANA U 1/2 CX ABERTA (2.1/2"") (080335) *"
2061,"ROLDANA U 1/2 CX FECHADA (2"") (080320) *"
2062,"ROLDANA U 1/2 CX FECHADA (2.1/2"") (080321) *"
2063,"ROLDANA U 1/2 CX FECHADA (3"") (080322) *"
1900,"ROLDANA U 1/2 FIX LATERAL (2"") (080385) *"
1901,"ROLDANA U 1/2 FIX LATERAL (2.1/2"") *(080386)"
1902,"ROLDANA U 1/2 FIX LATERAL (3"") (080387) *"
932,"ROLDANA U 1/2 PINO (2"") (081340) *"
966,"ROLDANA U 1/2 PINO (2.1/2"") *"
970,"ROLDANA U 1/2 PINO (3"") (081342) *"
1531,"ROLDANA U 1/2 PINO (4"") (081344) *"
399,"ROLDANA U 1/2 PINO (6"") (081346) *"
1903,"ROLDANA U 3/4 FIX LATERAL (2"") (010351)"
12041,"ROLDANA U 3/4 FIX LATERAL (2"") P/ MECANICO (010351)"
1904,"ROLDANA U 3/4 FIX LATERAL (2.1/2"") (010352)"
1905,"ROLDANA U 3/4 FIX LATERAL (3"") P/ MECANICO (010353)"
58,"ROLDANA U 3/4 PINO (2"") * (091350)"
197,"ROLDANA U 3/4 PINO (2.1/2"") * (091351)"
59,"ROLDANA U 3/4 PINO (3"") (091352)"
5901,"ROLDANA V BG CX FECHADA (2"") * ( 910311 )"
5899,"ROLDANA V BG CX FECHADA (2.1/2"") (910312)"
5903,"ROLDANA V BG CX FECHADA (3"") (910313)"
942,"ROLDANA V CX ABERTA (1.1/2"") (010330) *"
934,"ROLDANA V CX ABERTA (2"") (010331) *"
967,"ROLDANA V CX ABERTA (2.1/2"") * (010332)"
973,"ROLDANA V CX ABERTA (3"") (013333) *"
5733,"ROLDANA V CX FECHADA (1.1/2"") (010310) *"
931,"ROLDANA V CX FECHADA (2"") (010311) *"
937,"ROLDANA V CX FECHADA (2.1/2"") (010312) *"
971,"ROLDANA V CX FECHADA (3"") (010313) *"
1897,"ROLDANA V FIX LATERAL (2"") (010375) *"
1898,"ROLDANA V FIX LATERAL (2.1/2"") *"
1899,"ROLDANA V FIX LATERAL (3"") (010377) *"
1112,"ROLDANA V PINO (1.1/2"") (011300) *"
930,"ROLDANA V PINO (2"") (011301) *"
936,"ROLDANA V PINO (2.1/2"") (011302) *"
969,"ROLDANA V PINO (3"") (011303) *"
974,"ROLDANA V PINO (4"") * ( 011305)"
975,"ROLDANA V PINO (5"") (011306) *"
976,"ROLDANA V PINO (6"") * ( 011307)"
11709,VERGALHAO P/OBRA CA50 1/2 C/ 12M EMP2
123133735,VERGALHAO P/OBRA CA50 1/2 C/ 12M.
11991,VERGALHAO P/OBRA CA50 25MM C/ 6MT
123133737,VERGALHAO P/OBRA CA60 3/16 C / 12 M*
11699,VERGALHAO P/OBRA CA60 3/16 C / 12M EMP2
10514,PERFIL U 2'' PROMO
1606,CUMEEIRA COLONIAL CERAMICA PVC ARTICULADA
1607,CUMEEIRA COLONIAL CERAMICA PVC CENTRAL
1600,KIT VEDA FIX COLONIAL CERAMICA
1602,TELHA COLONIAL CERAMICA PVC 230 X 086 *
11687,CUMEEIRA UNIVERSAL FIBROCIMENTO 1.10
11681,TELHA  ONDULADA FIBROCIMENTO 5MM 2.44X1.10
11679,"TELHA ENC ONDULADA BRANCA 1 FACE 0,43/ 0,98 MT"
10925,TELHA GALVALUME OND 6MT EMP2
10606,"TELHA GALVALUME ONDULADA 2 METROS COBRE 0,98 MT"
4502,"TELHA GALVALUME ONDULADA 3 METROS COBRE 0,98 MT"
12025,"TELHA GALVALUME ONDULADA 3 METROS COBRE 0,98 MT EMP2"
4503,"TELHA GALVALUME ONDULADA 4 METROS COBRE 0,98 MT"
4504,"TELHA GALVALUME ONDULADA 5 METROS COBRE 0,98 MT"
4505,"TELHA GALVALUME ONDULADA 6 METROS COBRE 0,98 MT"
4506,"TELHA GALVALUME ONDULADA 7 METROS COBRE 0,98 MT"
4507,"TELHA GALVALUME ONDULADA 8 METROS COBRE 0,98 MT"
11067,"TELHA TERMO ISOPOR GALV TRAP 2 MT COBRE 0,98 MT EMP2"
11817,"TELHA TERMO ISOPOR GALV TRAP 2,0 MT COBRE 0,98 MT"
10210,CHAVE HEXOGONAL 16 MM CURTA -BELZER
3411,CUMEEIRA GALVALUME 1M X 30CM X 30CM *
12045,CUMEEIRA GALVALUME 1M X 30CM X 30CM EMP2
10312,SERRA TICO-TICO BI METAL BU 036
10888,"TELHA ENC GALV 0,65/ 0,98 MT"
10354,"TELHA GALVALUME 1,0 (PROMO)"
10490,"TELHA GALVALUME 1,5  (PROMO)"
10356,"TELHA GALVALUME 2,0 (PROMO)"
10492,"TELHA GALVALUME 2,5 (PROMO)"
10358,"TELHA GALVALUME 3,0 (PROMO)"
10494,"TELHA GALVALUME 3,5 (PROMO)"
10360,"TELHA GALVALUME 4,0 (PROMO)"
10496,"TELHA GALVALUME 4,5 (PROMO)"
10362,"TELHA GALVALUME 5,0 (PROMO)"
10498,"TELHA GALVALUME 5,5 (PROMO)"
10364,"TELHA GALVALUME 6,0 (PROMO)"
10500,"TELHA GALVALUME 6,5 (PROMO)"
10366,"TELHA GALVALUME 7,0 (PROMO)"
10502,"TELHA GALVALUME 7,5 (PROMO)"
10368,"TELHA GALVALUME 8,0 (PROMO)"
10394,TELHA GALVALUME PROMOÇÃO
4867,TELHA GALVALUME TRAP ( SAIA ) 30 CM *
11461,TELHA GALVALUME TRAP ( SAIA ) 30 CM EMP2
123133905,"TELHA GALVALUME TRAP 1,0 METROS COBRE 0,98 MT"
123134043,"TELHA GALVALUME TRAP 1,5 METROS COBRE 0,98 MT"
123133920,"TELHA GALVALUME TRAP 2,0 METROS COBRE 0,98 MT"
123133884,"TELHA GALVALUME TRAP 2,5 METROS COBRE 0,98 MT"
123133672,"TELHA GALVALUME TRAP 3,0 METROS COBRE 0,98 MT"
123133892,"TELHA GALVALUME TRAP 3,5 METROS COBRE 0,98 MT"
123133918,"TELHA GALVALUME TRAP 4,0 METROS COBRE 0,98 MT"
123133874,"TELHA GALVALUME TRAP 4,5 METROS COBRE 0,98 MT"
123133915,"TELHA GALVALUME TRAP 5,0 METROS COBRE 0,98 MT"
123133921,"TELHA GALVALUME TRAP 5,5 METROS COBRE 0,98 MT"
123133916,"TELHA GALVALUME TRAP 6,0 METROS COBRE 0,98 MT"
123133913,"TELHA GALVALUME TRAP 6,5 METROS COBRE 0,98 MT"
123133917,"TELHA GALVALUME TRAP 7,0 METROS COBRE 0,98 MT"
10886,"TELHA GALVALUME TRAP 7,5 METROS 0,65MM"
123133919,"TELHA GALVALUME TRAP 8,0 METROS COBRE 0,98 MT"
123134040,TELHA GALVALUME TRAP ACIMA DE 50 MTS
4854,"TELHA TRAPEZIO LEITOSA 1,10X0,8X 2 MT"
10780,"TELHA TRAPEZIO LEITOSA 7,50"
10442,PILHA ALCALINA  AAA PALITO
10440,PILHA ALCALINA AA PEQUENA - DURACELL
10444,PILHA ZINCO AA  PEQUENA
10446,PILHA ZINCO AAA PALITO - DURACELL
5795,DISCO  14'' X 1/8'' X 1''
6196,"DISCO BOSCH 4,5 FINO INOX"
6137,DISCO CORTE DIAMANTADO ACO NORTON
6002,DISCO DE CORTE 4.1/2 INOX BESTFER
6136,DISCO DE REMOCAO STRIP DISC NORTON
3919,DISCO NORTON 10'' X 1/8'' X 1'' CLASSIC / SUPER
1329,DISCO NORTON 10'' X 1/8'' X 3/4'' CLASSIC
3620,DISCO NORTON 12'' X 1/8'' X 1''' CLASSIC
1474,DISCO NORTON 12'' X 1/8'' X 3/4'' CLASSIC/SUPER
1599,DISCO NORTON 14'' X 1/8'' X 1'' SUPER
1391,"DISCO NORTON 4,5'' X 1/8'' X 7/8"" CLASSIC"
1270,"DISCO NORTON 4,5 X 3/64 X 7/8 INOX *"
6142,"DISCO NORTON 4,5 X 3/64 X 7/8 INOX CLASSIC FINO"
1375,DISCO NORTON 7'' X 1/16'' X 7/8''INOX BNA 12
5827,DISCO NORTON 7'' X 1/16'' X 7/8''INOX CLASSIC
11917,DISCO NORTON 7'' X 1/16'' X 7/8''INOX CLASSIC EMP2
1473,"DISCO NORTON 7'' X 1/8'' X 7/8"" CLASSIC"
3265,"DISCO P MAKITA 4.1/2"" X 1/8 X 20MM *"
1513,"DISCO NORTON 4,5'' X 1/4'' X 7/8'' CLASSIC"
10049,DISCO DE CORTE 7'' BESTFER
11573,DISCO DE CORTE CORRENTE P/ MADEIRA RANGER
11583,DISCO DE SERRA CIRCULAR WIDEA RANGER
2231,DISCO DIAMANTADO EXT FINO 4.3/8 X 20MM PORCELANATO
5761,DISCO DIAMANTADO IRWIN REFRIG.LISO 13891 *
5762,DISCO DIAMANTADO IRWIN REFRIG.SEGMENTADO 13892 *
5763,DISCO DIAMANTADO IRWIN REFRIG.TURBO 13893 *
11575,DISCO DIAMANTADO LISO RANGER
10059,DISCO DIAMANTADO MP PORCEL RAIADO
11581,DISCO DIAMANTADO MULTI CORTE RANGER
5692,DISCO DIAMANTADO NORTON SEGMENTADO CLASSIC *
1962,DISCO DIAMANTADO NORTON TURBO EN 13236 110 X 20MM *
10051,DISCO DIAMANTADO PORCELANATO
11577,DISCO DIAMANTADO SEGMENTADO RANGER
11579,DISCO DIAMANTADO TURBO RANGER
2285,"DISCO FLAP 4,5 X 7/8 GRAO 120 *"
2264,"DISCO FLAP 4,5 X 7/8 GRAO 40 *"
3693,"DISCO FLAP 4,5 X 7/8 GRAO 60 *"
3124,"DISCO FLAP 4,5 X 7/8 GRAO 80 *"
3201,DISCO FLAP 7'' X 7/8 GRAO 80 *
1111,REBOLO 3 X 1/2 GRAO 60 *
2352,REBOLO 6 X 3/4 GRAO 36 *
3501,REBOLO 6 X 3/4 GRAO 60 *
10065,TRENA BONO 10
10069,SERRA VIDEA 4 .1/2
1192,BROXA QUADRADA NYLON MAX *
1193,BROXA REDONDA NYLON C/ CABO PVC
1877,ROLO ESPUMA 15CM C/ SUP 430/406 *
2289,ROLO LA DE CARNEIRO 15 CM C/CABO *
283,ROLO LA DE CARNEIRO S/CABO 23CM
364,TRINCHA 1'' *
365,TRINCHA 1.1/2 *
362,TRINCHA 1/2'' *
3264,"TRINCHA 2.1/2"" *"
363,TRINCHA 3/4'' *
262,REBITE DE FERRO 1/4 X 1/2 *
249,REBITE DE FERRO 1/4 X 3/8 *
248,REBITE DE FERRO 1/8 X 1/4 *
247,REBITE DE FERRO 1/8 X 3/16 *
261,REBITE DE FERRO 3/16 X 1'' *
256,REBITE DE FERRO 3/16 X 1/2 *
258,REBITE DE FERRO 3/16 X 1/4 *
2036,REBITE DE FERRO 3/16 X 3/8 *
259,REBITE DE FERRO 3/16 X 5/16 *
251,REBITE DE FERRO 5/32 X 1/2 *
252,REBITE DE FERRO 5/32 X 3/8 *
11025,REBITE CARTELA 308 (429) C/100 PC
11027,REBITE CARTELA 310 (440) C/100 PC
11029,REBITE CARTELA 312 (450)C/100 PC
11031,REBITE CARTELA 316 (460) C/100 PC
11033,REBITE CARTELA 319 (470) C/100 PC
11035,REBITE CARTELA 410 (540) C/100 PC
11037,REBITE CARTELA 412 (550) C/100 PC
123133609,REBITE POP 306 (423) KG *
123133611,REBITE POP 308 (429) KG *
123134022,REBITE POP 310 (440) KG *
123133615,REBITE POP 312 (450) KG *
123133617,REBITE POP 316 (460) KG *
123133619,REBITE POP 319 (470) KG *
123133623,REBITE POP 410 (540) KG *
123133625,REBITE POP 412 (550) KG *
123133627,REBITE POP 416 (565) KG *
123133629,REBITE POP 422 (585) KG *
123133621,REBITE POP 425 (5100) KG *
123133635,REBITE POP 510 (640) KG *
123133637,REBITE POP 512 (650) KG *
123133639,REBITE POP 516 (665) KG *
123133641,REBITE POP 519 (673) KG *
123133870,REBITE POP 522 (685) KG *
123133631,REBITE POP 525 (6100) KG *
123133633,REBITE POP 535 (6119) KG *
123133858,REBITE POP 619 (873) KG *
123133643,REBITE POP 630 (8119) KG *
670,LIXA D'AGUA 100 *
671,LIXA D'AGUA 120 *
672,LIXA D'AGUA 150 *
673,LIXA D'AGUA 180 *
674,LIXA D'AGUA 220 *
675,LIXA D'AGUA 320 *
676,LIXA D'AGUA 360 *
677,LIXA D'AGUA 400 *
682,LIXA FERRO GRAO 100 NORTON *
683,LIXA FERRO GRAO 120 NORTON *
684,LIXA FERRO GRAO 150 NORTON *
685,LIXA FERRO GRAO 36
687,LIXA FERRO GRAO 50 NORTON
689,LIXA FERRO GRAO 80 NORTON
1868,LIXA REDONDA 4.1/2 - 16 *
1869,LIXA REDONDA 4.1/2 - 24 *
1870,LIXA REDONDA 4.1/2 - 36 *
1871,LIXA REDONDA 4.1/2 - 50 *
1872,LIXA REDONDA 4.1/2 - 60 *
1873,LIXA REDONDA 4.1/2 - 80 *
1866,LIXA REDONDA 4.1/2 -100 *
1867,LIXA REDONDA 4.1/2 -120 *
691,LIXA REDONDA 7'' N 16 *
678,LIXA DE MADEIRA 100 *
679,LIXA DE MADEIRA 120 *
3401,LIXA DE MADEIRA 150 *
3402,LIXA DE MADEIRA 180 *
680,LIXA DE MADEIRA 220 *
1475,LIXA DE MADEIRA 60 *
681,LIXA DE MADEIRA 80 *
123133379,BARRA CHATA 2 X 1/2
123133365,BARRA CHATA 1 X 1/4 #
123133371,BARRA CHATA 1 X 1/8 #
123133834,BARRA CHATA 1.1/2 X 1/2
123133366,BARRA CHATA 1.1/4 X 1/4 #
123133367,BARRA CHATA 1.1/4 X 1/8 #
123133374,BARRA CHATA 1/2 SERRALHEIRO
123133372,BARRA CHATA 1/2 X 1/4
123133373,BARRA CHATA 1/2 X 1/8 #
123133380,BARRA CHATA 2.1/2 X 1/2
123133387,BARRA CHATA 3/4 X 1/4 #
123133388,BARRA CHATA 3/4 X 1/8 #
123133389,BARRA CHATA 3/4 X 3/16
123133390,BARRA CHATA 5/8 X 1/8
123133392,BARRA CHATA 7/8 X 1/4
11943,"TRELICA ESTRUTURAL 3"" X 2,00 MM/1.80MM *ALTURA 25 CM EMP2"
123133396,BARRA QUADRADA 1/2
123133769,BARRA REDONDA 1
3755,BARRA REDONDA 1.1/8 ACO 1020
123133850,"BARRA REDONDA 1/2"" # 12,00MM AM"
6059,BARRA REDONDA 9/16 ACO 1045 TREFILADA
123134127,"BARRA REDONDA TRASMISSÃO LISA 12,5 COM 0,35 CM"
10370,"BARRA REDONDA TRASMISSÃO LISA 25MM COM 0,50 CM"
6204,CHAPA ALUMINIO 0.7MM X 1 MT
123133930,"CHAPA ALUMINIO 1,0 METRO"
123133909,CHAPA ALUMINIO 20 CM
1361,"CHAPA DE ALUMINIO 0,7 MM = 2,00 X 1,00"
3900,"CHAPA XADREZ ALUMINIO 1,2 MM = 2,00 X 1,00"
3914,CHAPA EXPANDIDA 100 X 45 X 1/4 = 2 X 1
1772,"CHAPA EXPANDIDA 100 X 45 X 1/8 = 2 X 1,20"
1624,CHAPA EXPANDIDA 100 X 45 X 3/16 = 2 X 1
123133462,CHAPA GALVALUME 26 X 1 METRO
123133491,CHAPA GALVALUME 26 X 30CM
11919,CHAPA GALVALUME 26 X 80CM EMP2
123133908,CHAPA GALVANIZADA 12 = 3 X 1.20
123133463,CHAPA GALVANIZADA 14 = 2 X 1
11007,CHAPA GALVANIZADA 14 = 2 X 1.20 EMP2
123133467,CHAPA GALVANIZADA 16 = 2 X 1
123133471,"CHAPA GALVANIZADA 18 = 2 X 1 (1,25MM) 123133472"
11257,CHAPA GALVANIZADA 18 = 2 X 1 EMP2
123133472,"CHAPA GALVANIZADA 18 = 2 X 1.20 ( 1,25 MM )"
123133793,CHAPA GALVANIZADA 20 = 1 X 0.80
10943,CHAPA GALVANIZADA 20 = 2 X 1 EMP2
123133790,CHAPA GALVANIZADA 22 = 1 X 0.80
10949,CHAPA GALVANIZADA 22 = 2 X 1 EMP2
123133787,CHAPA GALVANIZADA 24 = 1 X 0.80
11263,CHAPA GALVANIZADA 24 = 2 X 1 EMP2
123133486,CHAPA GALVANIZADA 26 = 2 X 1
10953,CHAPA GALVANIZADA 26 = 2 X 1 EMP2
11247,CHAPA GALVANIZADA 26 X 1 METRO EMP2
11059,CHAPA GALVANIZADA 26 X 30CM EMP2
123133806,CHAPA GALVANIZADA 28 = 2 X 1
11381,CHAPA GALVANIZADA 28 = 2 X 1 EMP2
123133655,RETALHO CHAPA GALVANIZADA *
5807,PERFIL LAMBRI 9G ONDULADO 22 2.00 X 1.05
5806,PERFIL LAMBRI 9G ONDULADO 24 2.50 X 1.05 *
5793,"PERFIL LAMBRI DIAGONAL 24 GALV 1,90 X 0,99 MT *"
6000,"PERFIL LAMBRI RETANGULAR 2  X 1,02 MT  0,75MM"
5999,"PERFIL LAMBRI RETANGULAR 3,00 X 1,02MT  0,75MM"
11791,CHAPA PRETA 1/2'' 1500 X 3000
123133517,CHAPA PRETA 1/8 = 2 X 1
10955,CHAPA PRETA 1/8 = 2 X 1 EMP2
123133519,CHAPA PRETA 1/8 = 2 X 1.20 ~
123133499,CHAPA PRETA 12 = 2 X 1 ~
123133511,CHAPA PRETA 18 = 2 X 1 ~
11649,"CHAPA PRETA 22 = 2X1,20 EMPR 02"
11199,"CHAPA PRETA 3/16 = 3 X 1 ( 4,75 MM )  EMP 02"
10923,"CHAPA PRETA 3/16 = 3 X 1.20 ( 4,75 MM )  EMPR 02"
11789,"CHAPA PRETA 3/8'' 3 X 1,20"
11793,CHAPA PRETA 5/8'' 1500 X 3000
123133747,CHAPA PRETA A36 SAE 1008 5/16 = 2 X 1.20 *
123133507,CHAPA PRETA FF 16 = 2 X 1
11945,CHAPA PRETA FF 16 = 3 X 1 EMP2
123133995,CHAPA PRETA FQ 1/2 = 2 X 1
11639,CHAPA PRETA FQ 1/4 = 2 X 1 EMP 2
123133503,"CHAPA PRETA FQ 14 = 2 X 1 ( 2,0 MM )"
11641,"CHAPA PRETA FQ 14 = 2 X 1 ( 2,0 MM ) EMP 2"
6186,"CHAPA XADREZ 2,25 = 2 X 1"
123133527,CHAPA XADREZ 1/4 = 2 X 1.20
10961,CHAPA XADREZ 1/4 = 3 X 1.20 EMP2
11879,PERFIL I A572 GR 50 W 360 X 39 6M EMP2
123133674,PERFIL STANLEY 30 X 40 X 16
11271,PERFIL STANLEY GALV. 50 X 60 X 16
123133660,PERFIL TEE 1 X 1/8
123133797,PERFIL TEE 1.1/2 X 3/16
123133798,PERFIL TEE 2 X 1/4 *
123133931,PERFIL TEE 2 X 3/16 *
123133663,PERFIL TEE 3/4 SERRALHEIRO
123133662,PERFIL TEE 3/4 X 1/8
123133664,PERFIL TEE 5/8 X 1/8
123133756,BANDEJA P/ PISO 210 X 30 X 15 X 2MM
11507,BANDEJA P/ PISO 210 X 30 X 15 X 2MM EMP2
11591,ESC FIBRA EXTENSIVA ROBUSTA 18 ( 9927 )
11595,ESC FIBRA EXTENSIVA ROBUSTA 20 ( 9928 )
11593,ESC FIBRA EXTENSIVA ROBUSTA 24 ( 9930 )
11597,ESC FIBRA EXTENSIVA ROBUSTA 28 ( 9932 )
11599,ESC FIBRA EXTENSIVA ROBUSTA 30 ( 9933 )
11601,ESC FIBRA EXTENSIVA ROBUSTA 36 ( 9936)
10738,ESCADA ART 13 EM 1 ALUMINIO
10740,ESCADA ART 13 EM 1 ALUMINIO 5X4 DE
10742,ESCADA DOMESTICA ALUMINIO 5 DE BFT 0064
10744,ESCADA DOMESTICA ALUMINIO 7DE BFT 0066
10746,ESCADA DOMESTICA ALUMINIO 9DE BFT 0068
11315,ESCADA DOMESTICA ALUMINIO BFG PRO 6DEG 0026
11313,ESCADA DOMESTICA ALUMINIO BFG PRO 7DEG 0027
10748,ESCADA EXTENSIVA ALUMINIO 12X2 DE 00621
10750,ESCADA EXTENSIVA ALUMINIO 15X2 DE 00624
10752,ESCADA EXTENSIVA ALUMINIO 8X2 DE 00617
10754,ESCADA EXTENSIVA TRIPLA  ALUMINIO 9X3 DE 00709
11811,"ESCADA FIBRA EXTENSIVA PROF ROBUSTA 22DEG 3,00 / 6MT (9929)"
11813,"ESCADA FIBRA EXTENSIVA PROF ROBUSTA 26DEG 4,20 /7,20M (9931)"
11815,"ESCADA FIBRA EXTENSIVA PROF ROBUSTA 32DE 5,10 /9 MT (9934)"
10756,ESCADA FIBRA EXTENSIVEL PRATICA 13DE 9913 - SAIU DE LINHA
10758,ESCADA FIBRA EXTENSIVEL PRATICA 19DE 9919
10760,ESCADA FIBRA TESOURA PRATICA 8DE BTF 9903
11129,ESCADA PARALELA DE ALUMINIO 10DE - 0608
11131,ESCADA PARALELA DE ALUMINIO 12DE - 0610
11133,ESCADA PARALELA DE ALUMINIO 14DE - 0612
11135,ESCADA PARALELA DE ALUMINIO 15DE - 0613
123134060,"PERFIL U ENRIJ 100 X 40 X 15 X 2,00MM #"
11483,"PERFIL U ENRIJ 100 X 40 X 15 X 2,65MM  EMPR 02"
11923,PERFIL U ENRIJ 250 X 2.65MM EMP2
123133719,PERFIL U SIMPLES 1/2X1/2X16
11457,PERFIL U SIMPLES 150 X 50 X 3/16 EMP2
123133815,"PERFIL U SIMPLES 2 X 2,0 MM ( ABA 25 ) #"
10650,"PERFIL U SIMPLES 2 X 2,0 MM ( ABA 25 ) EMP2"
123133704,PERFIL U SIMPLES 25 X 25 X 16
123134084,PERFIL U SIMPLES 25X25X18
123133827,"PERFIL U SIMPLES 3 X 2,0 MM ( ABA 40 ) #"
11083,"PERFIL U SIMPLES 3 X 2,0 MM ( ABA 40 ) EMP2"
123133803,PERFIL U SIMPLES 3 X 3/16 ( ABA 40 ) #
6158,PERFIL U SIMPLES 3 X 3MM
123133726,PERFIL U SIMPLES 3/4X3/8X16
123133897,"PERFIL U SIMPLES 4 X 2,00 MM ( ABA 40 ) #"
11085,"PERFIL U SIMPLES 4 X 2,00 MM ( ABA 40 ) EMP2"
123133727,"PERFIL U SIMPLES 4'' X 2,65 MM ( ABA 40 ) #"
10229,"PERFIL U SIMPLES 4'' X 2,65 MM ( ABA 50 )"
11459,"PERFIL U SIMPLES 4'' X 2,65 MM (ABA 40) EMP2"
10648,PERFIL U SIMPLES 45 X 1.50 MM (ABA 17) EMP2
123133729,"PERFIL U SIMPLES 5 X 2,65 MM ( ABA 50 ) #"
11485,"PERFIL U SIMPLES 5 X 2,65 MM ( EMPR 02 )"
123133730,PERFIL U SIMPLES 5 X 3/16 ( ABA 50 ) #
10506,PERFIL U SIMPLES 50 X 1.80 MM (ABA 25)
123133732,"PERFIL U SIMPLES 6 X 2,65 ABA 50"
11841,"PERFIL U SIMPLES 6 X 2,65 ABA 50 EMP2"
123133990,"PERFIL U SIMPLES 68 X 2,00 MM ( ABA 30 )"
11747,"PERFIL U SIMPLES 68 X 2,00 MM EMP2"
